user_id,event_type,page,product_id,timestamp
user_119,page_view,/products/35,35,2025-05-25T20:22:00Z
user_164,page_view,/products/35,35,2025-05-03T20:13:00Z
user_396,page_view,/products/33,33,2025-05-04T03:44:00Z
user_191,page_view,/products/25,25,2025-05-06T07:49:00Z
user_191,add_to_cart,/cart,25,2025-05-06T07:58:00Z
user_191,purchase,/checkout,25,2025-05-06T08:03:00Z
user_256,page_view,/products/3,3,2025-05-12T11:32:00Z
user_32,page_view,/products/46,46,2025-05-21T23:59:00Z
user_453,page_view,/products/38,38,2025-05-09T00:48:00Z
user_453,add_to_cart,/cart,38,2025-05-09T00:55:00Z
user_253,page_view,/products/1,1,2025-05-29T05:08:00Z
user_15,page_view,/products/42,42,2025-05-22T14:34:00Z
user_15,add_to_cart,/cart,42,2025-05-22T14:44:00Z
user_246,page_view,/products/42,42,2025-05-15T03:16:00Z
user_246,add_to_cart,/cart,42,2025-05-15T03:26:00Z
user_128,page_view,/products/25,25,2025-05-06T21:49:00Z
user_476,page_view,/products/19,19,2025-05-23T02:50:00Z
user_476,add_to_cart,/cart,19,2025-05-23T02:52:00Z
user_473,page_view,/products/15,15,2025-05-09T14:28:00Z
user_138,page_view,/products/13,13,2025-05-27T00:05:00Z
user_24,page_view,/products/50,50,2025-05-04T17:40:00Z
user_24,add_to_cart,/cart,50,2025-05-04T17:46:00Z
user_223,page_view,/products/40,40,2025-05-11T21:08:00Z
user_468,page_view,/products/22,22,2025-05-21T23:55:00Z
user_468,add_to_cart,/cart,22,2025-05-21T23:58:00Z
user_468,purchase,/checkout,22,2025-05-22T00:07:00Z
user_25,page_view,/products/47,47,2025-05-28T16:21:00Z
user_200,page_view,/products/7,7,2025-05-01T20:00:00Z
user_357,page_view,/products/37,37,2025-05-21T02:52:00Z
user_453,page_view,/products/11,11,2025-05-02T23:19:00Z
user_453,add_to_cart,/cart,11,2025-05-02T23:22:00Z
user_453,purchase,/checkout,11,2025-05-02T23:32:00Z
user_88,page_view,/products/36,36,2025-05-28T19:02:00Z
user_88,add_to_cart,/cart,36,2025-05-28T19:08:00Z
user_88,purchase,/checkout,36,2025-05-28T19:17:00Z
user_447,page_view,/products/45,45,2025-05-22T16:43:00Z
user_447,add_to_cart,/cart,45,2025-05-22T16:49:00Z
user_414,page_view,/products/40,40,2025-05-14T08:02:00Z
user_308,page_view,/products/20,20,2025-05-06T22:31:00Z
user_67,page_view,/products/43,43,2025-05-27T09:17:00Z
user_158,page_view,/products/29,29,2025-05-03T18:22:00Z
user_158,add_to_cart,/cart,29,2025-05-03T18:29:00Z
user_158,purchase,/checkout,29,2025-05-03T18:37:00Z
user_5,page_view,/products/49,49,2025-05-10T04:46:00Z
user_5,add_to_cart,/cart,49,2025-05-10T04:48:00Z
user_5,purchase,/checkout,49,2025-05-10T04:55:00Z
user_305,page_view,/products/48,48,2025-05-01T09:28:00Z
user_135,page_view,/products/29,29,2025-05-24T19:06:00Z
user_135,add_to_cart,/cart,29,2025-05-24T19:11:00Z
user_340,page_view,/products/50,50,2025-05-19T11:23:00Z
user_325,page_view,/products/45,45,2025-05-15T03:07:00Z
user_178,page_view,/products/25,25,2025-05-19T19:20:00Z
user_178,add_to_cart,/cart,25,2025-05-19T19:26:00Z
user_472,page_view,/products/18,18,2025-05-05T05:34:00Z
user_451,page_view,/products/48,48,2025-05-08T23:08:00Z
user_451,add_to_cart,/cart,48,2025-05-08T23:09:00Z
user_451,purchase,/checkout,48,2025-05-08T23:12:00Z
user_353,page_view,/products/39,39,2025-05-13T05:42:00Z
user_353,add_to_cart,/cart,39,2025-05-13T05:49:00Z
user_277,page_view,/products/8,8,2025-05-08T01:04:00Z
user_277,add_to_cart,/cart,8,2025-05-08T01:09:00Z
user_175,page_view,/products/8,8,2025-05-07T08:09:00Z
user_175,add_to_cart,/cart,8,2025-05-07T08:13:00Z
user_175,purchase,/checkout,8,2025-05-07T08:17:00Z
user_119,page_view,/products/30,30,2025-05-14T01:11:00Z
user_298,page_view,/products/17,17,2025-05-23T23:06:00Z
user_364,page_view,/products/7,7,2025-05-27T09:51:00Z
user_364,add_to_cart,/cart,7,2025-05-27T10:00:00Z
user_364,purchase,/checkout,7,2025-05-27T10:05:00Z
user_358,page_view,/products/9,9,2025-05-27T04:11:00Z
user_314,page_view,/products/41,41,2025-05-08T15:43:00Z
user_314,add_to_cart,/cart,41,2025-05-08T15:47:00Z
user_248,page_view,/products/29,29,2025-05-09T11:12:00Z
user_270,page_view,/products/32,32,2025-05-01T21:03:00Z
user_409,page_view,/products/49,49,2025-05-24T05:04:00Z
user_409,add_to_cart,/cart,49,2025-05-24T05:06:00Z
user_232,page_view,/products/23,23,2025-05-30T14:36:00Z
user_232,add_to_cart,/cart,23,2025-05-30T14:40:00Z
user_162,page_view,/products/20,20,2025-05-04T00:00:00Z
user_442,page_view,/products/42,42,2025-05-26T17:43:00Z
user_119,page_view,/products/48,48,2025-05-30T04:37:00Z
user_119,add_to_cart,/cart,48,2025-05-30T04:47:00Z
user_119,purchase,/checkout,48,2025-05-30T04:51:00Z
user_41,page_view,/products/29,29,2025-05-05T00:44:00Z
user_218,page_view,/products/25,25,2025-05-01T04:24:00Z
user_218,add_to_cart,/cart,25,2025-05-01T04:27:00Z
user_372,page_view,/products/9,9,2025-05-04T21:37:00Z
user_372,add_to_cart,/cart,9,2025-05-04T21:45:00Z
user_372,purchase,/checkout,9,2025-05-04T21:55:00Z
user_141,page_view,/products/35,35,2025-05-05T17:55:00Z
user_141,add_to_cart,/cart,35,2025-05-05T17:57:00Z
user_141,purchase,/checkout,35,2025-05-05T18:05:00Z
user_400,page_view,/products/2,2,2025-05-10T08:36:00Z
user_400,add_to_cart,/cart,2,2025-05-10T08:44:00Z
user_400,purchase,/checkout,2,2025-05-10T08:50:00Z
user_226,page_view,/products/47,47,2025-05-14T17:14:00Z
user_62,page_view,/products/11,11,2025-05-15T10:28:00Z
